date,product_id,sales_volume,raw_material_price,fuel_price,exchange_rate,market_demand_index,production_capacity,month,is_holiday,season,sales_lag_1,sales_lag_3,sales_lag_6
2018-08-31,Aluminium,125,85.51630938142199,65.79357700796785,79.7268093833407,59,1904,8,0,summer,87.0,34.0,0.0
2018-09-30,Aluminium,164,,53.85434835700637,75.72477512178487,61,1708,9,0,summer,125.0,80.0,0.0
2018-10-31,Aluminium,169,96.15452930704633,40.21108176163556,69.16812646470645,68,1600,10,0,fall,164.0,87.0,0.0
2018-11-30,Aluminium,203,,55.75655169653744,71.74577094533488,89,1858,11,0,fall,169.0,125.0,34.0
2018-12-31,Aluminium,245,101.01388758003154,49.08144936402946,86.22787411830714,63,1502,12,1,fall,203.0,164.0,80.0
2019-01-31,Aluminium,213,74.22431683748225,52.03091817853136,77.98106896988801,80,1687,1,1,winter,245.0,169.0,87.0
2019-02-28,Aluminium,193,125.63325186624425,61.107382308478606,89.45907571338435,85,1691,2,0,winter,213.0,203.0,125.0
2019-03-31,Aluminium,234,104.72154929391002,38.101015038786606,66.61835858133634,96,1958,3,0,winter,193.0,245.0,164.0
2019-04-30,Aluminium,253,120.89418917665861,62.49780663280812,63.55008572770162,96,1577,4,0,spring,234.0,213.0,169.0
2019-05-31,Aluminium,279,84.75810025069114,47.67824045783009,70.03533866225797,92,1612,5,1,spring,253.0,193.0,203.0
2019-06-30,Aluminium,254,132.60655518810705,36.96476361956735,85.58184059627133,54,1848,6,0,spring,279.0,234.0,245.0
2019-07-31,Aluminium,242,108.63750976682842,39.671799034558035,62.41804541271374,99,1918,7,0,summer,254.0,253.0,213.0
2019-08-31,Aluminium,275,88.01789618147919,39.597229285071734,71.96508089111188,73,1972,8,0,summer,242.0,279.0,193.0
2019-09-30,Aluminium,238,72.90300980908017,44.65019485834433,68.26837016036836,59,1835,9,0,summer,275.0,254.0,234.0
2019-10-31,Aluminium,271,75.22929260515082,52.064991778568455,61.00840800549848,67,1749,10,0,fall,238.0,242.0,253.0
2019-11-30,Aluminium,295,76.91396886100372,43.28745082589849,81.9734619551427,69,1971,11,0,fall,271.0,275.0,279.0
2019-12-31,Aluminium,326,90.81262327696409,60.57873377432554,89.4389127149174,54,1630,12,1,fall,295.0,238.0,254.0
2020-01-31,Aluminium,316,118.32031977789222,42.170545453929336,73.49506372086819,82,1677,1,1,winter,326.0,271.0,242.0
2020-02-29,Aluminium,363,93.6733672969515,40.46781822748733,71.14768871869218,77,1941,2,0,winter,316.0,295.0,275.0
2020-03-31,Aluminium,397,64.9035207448067,39.16601283057313,74.84696287130046,54,1501,3,0,winter,363.0,326.0,238.0
2020-04-30,Aluminium,434,84.70593249507051,43.01946934301908,75.45431869406906,96,1923,4,0,spring,397.0,316.0,271.0
2020-05-31,Aluminium,403,107.17669196304199,34.02727564271949,,75,1882,5,1,spring,434.0,363.0,295.0
2020-06-30,Aluminium,379,112.66980468912246,47.591637099030585,78.70578425046007,90,1667,6,0,spring,403.0,397.0,326.0
2020-07-31,Aluminium,370,65.64911460754188,36.87326385218206,72.82430898686512,84,1761,7,0,summer,379.0,434.0,316.0
2020-08-31,Aluminium,393,106.53671105551965,49.289533078016234,72.0376645912769,57,1907,8,0,summer,370.0,403.0,363.0
2020-09-30,Aluminium,424,107.87484957695364,37.919409453249095,79.15090068407044,91,1815,9,0,summer,393.0,379.0,397.0
2020-10-31,Aluminium,406,,47.94372681929238,71.68854206677686,77,1628,10,0,fall,424.0,370.0,434.0
2020-11-30,Aluminium,374,69.12625699333637,38.80646836736698,76.15298025069802,81,1636,11,0,fall,406.0,393.0,403.0
2020-12-31,Aluminium,357,89.12153898959323,32.448677967178824,77.2518554802739,53,1911,12,1,fall,374.0,424.0,379.0
2021-01-31,Aluminium,326,124.94887981400232,38.25606702610095,60.88092477307177,83,1653,1,1,winter,357.0,406.0,370.0
2021-02-28,Aluminium,319,135.52508110893248,53.92778142449406,81.30728395869934,60,1949,2,0,winter,326.0,374.0,393.0
2021-03-31,Aluminium,296,140.38575311613562,53.39022193909925,67.33019822359398,75,1689,3,0,winter,319.0,357.0,424.0
2021-04-30,Aluminium,293,106.02807831243301,61.20892179371573,79.53442754645022,71,1772,4,0,spring,296.0,326.0,406.0
2021-05-31,Aluminium,341,72.48924799338862,60.875315730767056,63.19031178767324,89,1747,5,1,spring,293.0,319.0,374.0
2021-06-30,Aluminium,357,149.3394093734271,37.54348050635057,62.31234035854382,53,1941,6,0,spring,341.0,296.0,357.0
2021-07-31,Aluminium,382,94.31571209925791,57.86069766859491,88.14914455345448,66,1538,7,0,summer,357.0,293.0,326.0
2021-08-31,Aluminium,422,142.57560245646638,58.47563091670419,76.8132189294132,83,1875,8,0,summer,382.0,341.0,319.0
2021-09-30,Aluminium,455,100.43204391763277,,63.32161779978947,98,1780,9,0,summer,422.0,357.0,296.0
2021-10-31,Aluminium,446,138.66733414392968,45.22763806616642,87.32310484931746,68,1700,10,0,fall,455.0,382.0,293.0
2021-11-30,Aluminium,442,94.38008763089067,64.02881327005964,68.4456359524479,63,1619,11,0,fall,446.0,422.0,341.0
2021-12-31,Aluminium,405,73.6898851468587,54.850977297178495,68.51485341070561,60,1808,12,1,fall,442.0,455.0,357.0
2022-01-31,Aluminium,440,185.26873485946405,75.09047051304718,93.21632015503096,90,1619,1,1,winter,405.0,446.0,382.0
2022-02-28,Aluminium,439,114.23484060287797,57.167303735854276,90.71106701953337,70,1754,2,0,winter,440.0,442.0,422.0
2022-03-31,Aluminium,453,160.30403155256943,73.17147197267022,115.15915601129069,57,1800,3,0,winter,439.0,405.0,455.0
2022-04-30,Aluminium,424,96.50285297804184,53.632627991593864,86.59298701387048,89,1520,4,0,spring,453.0,440.0,446.0
2022-05-31,Aluminium,449,161.17116348060708,45.26773753888154,89.36737787261943,94,1566,5,1,spring,424.0,439.0,442.0
2022-06-30,Aluminium,423,,65.36416125505326,82.83728864535094,67,1900,6,0,spring,449.0,453.0,405.0
2022-07-31,Aluminium,471,136.3570129616851,58.01861206631273,98.91885384382041,89,1641,7,0,summer,423.0,424.0,440.0
2022-08-31,Aluminium,428,144.440898602163,74.16543990602017,81.97987413974667,92,1903,8,0,summer,471.0,449.0,439.0
2022-09-30,Aluminium,465,127.61562165035798,41.77551088683418,91.11288291126938,86,1804,9,0,summer,428.0,423.0,453.0
2022-10-31,Aluminium,425,83.56018676776878,67.01680830188357,81.79414272094274,62,1626,10,0,fall,465.0,471.0,424.0
2022-11-30,Aluminium,435,185.87102673138173,66.83772018970032,90.32693016764676,97,1916,11,0,fall,425.0,428.0,449.0
2022-12-31,Aluminium,431,183.54566034948948,40.084153727035336,108.70288498926378,72,1676,12,1,fall,435.0,465.0,423.0
2023-01-31,Aluminium,420,159.51974156712265,43.69139168293029,103.85286075441473,69,1612,1,1,winter,431.0,425.0,471.0
2023-02-28,Aluminium,444,160.22871760674968,67.1467982669026,94.4767996335146,62,1765,2,0,winter,420.0,435.0,428.0
2023-03-31,Aluminium,395,184.84383121596142,68.95892221864375,84.82233665614761,78,1665,3,0,winter,444.0,431.0,465.0
2023-04-30,Aluminium,434,115.40488491849875,59.44001975190412,103.08799546938204,86,1712,4,0,spring,395.0,420.0,425.0
2023-05-31,Aluminium,482,181.47252355878882,67.69971306676901,97.19724309560593,94,1874,5,1,spring,434.0,444.0,435.0
2023-06-30,Aluminium,510,175.8056408622023,72.89689494673114,,90,1562,6,0,spring,482.0,395.0,431.0
2023-07-31,Aluminium,493,83.29043719671891,55.71896901381165,101.03250395493295,77,1920,7,0,summer,510.0,434.0,420.0
2023-08-31,Aluminium,534,98.53516966679885,41.017910396230036,105.83289545145936,84,1926,8,0,summer,493.0,482.0,444.0
2023-09-30,Aluminium,539,161.25447676820113,64.23116997810762,94.5837491279016,61,1985,9,0,summer,534.0,510.0,395.0
2023-10-31,Aluminium,533,,79.09808471961472,101.27650826097053,53,1653,10,0,fall,539.0,493.0,434.0
2023-11-30,Aluminium,512,82.80225155938231,70.24854455800707,98.34092035527563,91,1984,11,0,fall,533.0,534.0,482.0
2023-12-31,Aluminium,490,186.60844067704176,64.11771505917847,113.0682943896595,62,1558,12,1,fall,512.0,539.0,510.0
2024-01-31,Aluminium,473,113.3126085878068,40.39507651124705,76.61134456074033,94,1841,1,1,winter,490.0,533.0,493.0
2024-02-29,Aluminium,468,90.74679178536755,41.81183428467052,61.729427465970744,93,1520,2,0,winter,473.0,512.0,534.0
2024-03-31,Aluminium,515,116.63875409316819,69.98998314545699,64.5156447499024,60,1983,3,0,winter,468.0,490.0,539.0
2024-04-30,Aluminium,549,96.06584940515599,62.73824871870217,73.84336535661939,57,1783,4,0,spring,515.0,473.0,533.0
2024-05-31,Aluminium,545,117.4411600288478,55.96922047641138,70.60382221640347,61,1745,5,1,spring,549.0,468.0,512.0
2024-06-30,Aluminium,511,92.06140546010856,65.6981703356366,88.32126281476194,68,1653,6,0,spring,545.0,515.0,490.0
2024-07-31,Aluminium,548,100.02639263356815,45.00242444340546,66.09669273258262,72,1898,7,0,summer,511.0,549.0,473.0
2024-08-31,Aluminium,544,141.55620454593856,50.959274651597795,73.30367509145712,96,1759,8,0,summer,548.0,545.0,468.0
2024-09-30,Aluminium,589,138.31695735643376,50.37024358218119,85.40906562621181,57,1646,9,0,summer,544.0,511.0,515.0
2024-10-31,Aluminium,634,,67.42339123555303,60.57348283289292,71,1848,10,0,fall,589.0,548.0,549.0
2024-11-30,Aluminium,607,93.95164706973449,47.55504338959547,84.13311623038516,84,1683,11,0,fall,634.0,544.0,545.0
2024-12-31,Aluminium,563,124.14570390859166,63.9964254807191,68.8385818903858,52,1564,12,1,fall,607.0,589.0,511.0
2025-01-31,Aluminium,513,130.27423378055752,61.91229737376743,79.75621547010165,85,1534,1,1,winter,563.0,634.0,548.0
2025-02-28,Aluminium,537,92.42675686332167,59.05922274476832,60.73495344802957,84,1571,2,0,winter,513.0,607.0,544.0
